,EquipoAnf,EquipoVis,ResulAnf,ResulVis,Fecha,Estadio,Ciudad,Arbitro,Provincia,tmed,prec
2069,Osasuna,Atlético de Madrid,2,1,2005-12-22,El Sadar,Pamplona,Puentes Leira,NAVARRA,-0.9666666666666668,0.0
2070,Espanyol,Barcelona,1,2,2006-01-07,Olímpic Lluís Companys,Cornellá de Llobregat,González Vázquez,BARCELONA,9.316666666666666,16.55
2071,Athletic Club,Deportivo de La Coruña,1,2,2006-01-07,San Mamés,Bilbao,Ayza Gámez,BIZKAIA,8.86,0.13999999999999999
2072,Villarreal,Real Madrid,0,0,2006-01-08,El Madrigal,Villarreal,Medina Cantalejo,CASTELLON,7.766666666666667,11.066666666666665
2073,Cádiz,Getafe,1,0,2006-01-08,Ramón de Carranza,Cádiz,Pérez Lima,CADIZ,8.516666666666667,0.03333333333333333
2074,Mallorca,Betis,1,1,2006-01-08,Son Moix,Palma,Undiano Mallenco,ILLES BALEARS,11.044444444444444,1.7555555555555555
2075,Atlético de Madrid,Valencia,0,0,2006-01-08,Vicente Calderón,Madrid,Muñiz Fernández,MADRID,4.746153846153847,0.9153846153846152
2076,Osasuna,Racing de Santander,1,1,2006-01-08,Reyno de Navarra,Pamplona,Fernández Borbalán,NAVARRA,7.05,0.85
2077,Celta de Vigo,Real Sociedad,1,0,2006-01-08,Estadio de Balaídos,Vigo,Daudén Ibáñez,PONTEVEDRA,7.5,0.0
2078,Sevilla,Málaga,3,1,2006-01-08,Ramón Sánchez Pizjuán,Sevilla,Iturralde González,SEVILLA,6.4,0.07500000000000001
2079,Alavés,Zaragoza,0,2,2006-01-08,Mendizorroza,Vitoria,Lizondo Cortés,ARABA/ALAVA,6.5,0.0
2080,Betis,Atlético de Madrid,1,0,2006-01-14,Manuel Ruiz de Lopera,Sevilla,Ayza Gámez,SEVILLA,9.45,2.15
2081,Valencia,Osasuna,2,0,2006-01-14,Mestalla,Valencia,Medina Cantalejo,VALENCIA,7.185714285714285,0.0
2082,Deportivo de La Coruña,Alavés,0,2,2006-01-15,Nuevo Riazor,La Coruña,Esquinas Torres,A CORUÑA,8.866666666666667,16.511111111111106
2083,Barcelona,Athletic Club,2,1,2006-01-15,Nou Camp,Barcelona,Teixeira Vitienes,BARCELONA,5.316666666666666,4.000000000000001
2084,Racing de Santander,Villarreal,1,0,2006-01-15,Campos de Sport del Sardinero,Santander,Velasco Carballo,CANTABRIA,6.58,2.68
2085,Real Sociedad,Espanyol,0,1,2006-01-15,Anoeta,San Sebastián,Megía Dávila,GIPUZKOA,9.55,0.025
2086,Getafe,Celta de Vigo,1,1,2006-01-15,Coliseum Alfonso Pérez,Getafe,Pérez Burrull,MADRID,3.4153846153846152,8.423076923076922
2087,Real Madrid,Sevilla,4,2,2006-01-15,Santiago Bernabéu,Madrid,Puentes Leira,MADRID,3.4153846153846152,8.423076923076922
2088,Málaga,Cádiz,0,2,2006-01-15,La Rosaleda,Málaga,Pérez Lasa,MALAGA,10.6,12.328571428571431
2089,Zaragoza,Mallorca,3,1,2006-01-15,La Romareda,Zaragoza,Pino Zamorano,ZARAGOZA,3.9400000000000004,0.34
2090,Real Madrid,Cádiz,3,1,2006-01-21,Santiago Bernabéu,Madrid,Lizondo Cortés,MADRID,3.9384615384615382,0.038461538461538464
2091,Zaragoza,Atlético de Madrid,0,2,2006-01-21,La Romareda,Zaragoza,Iturralde González,ZARAGOZA,6.25,0.0
2092,Deportivo de La Coruña,Mallorca,2,2,2006-01-22,Nuevo Riazor,La Coruña,Pérez Lima,A CORUÑA,7.844444444444444,0.0
2093,Barcelona,Alavés,2,0,2006-01-22,Nou Camp,Barcelona,Turienzo Álvarez,BARCELONA,7.400000000000001,0.0
2094,Racing de Santander,Sevilla,2,3,2006-01-22,Campos de Sport del Sardinero,Santander,Muñiz Fernández,CANTABRIA,5.88,0.0
2095,Villarreal,Osasuna,2,1,2006-01-22,El Madrigal,Villarreal,Daudén Ibáñez,CASTELLON,7.966666666666666,0.0
2096,Real Sociedad,Athletic Club,3,3,2006-01-22,Anoeta,San Sebastián,Rodríguez Santiago,GIPUZKOA,5.85,0.0
2097,Getafe,Espanyol,5,0,2006-01-22,Coliseum Alfonso Pérez,Getafe,Ramírez Domínguez,MADRID,3.923076923076924,0.038461538461538464
2098,Málaga,Celta de Vigo,0,2,2006-01-22,La Rosaleda,Málaga,Rubinos Pérez,MALAGA,12.085714285714285,0.028571428571428574
2099,Betis,Valencia,0,2,2006-01-22,Manuel Ruiz de Lopera,Sevilla,Mejuto González,SEVILLA,10.625,0.0
2100,Athletic Club,Getafe,1,0,2006-01-28,San Mamés,Bilbao,Puentes Leira,BIZKAIA,6.05,5.9
2101,Cádiz,Racing de Santander,1,1,2006-01-28,Ramón de Carranza,Cádiz,Daudén Ibáñez,CADIZ,7.516666666666667,5.816666666666666
2102,Atlético de Madrid,Deportivo de La Coruña,3,2,2006-01-28,Vicente Calderón,Madrid,Fernández Borbalán,MADRID,-2.0538461538461537,0.015384615384615385
2103,Espanyol,Málaga,3,1,2006-01-29,Olímpic Lluís Companys,Cornellá de Llobregat,Undiano Mallenco,BARCELONA,5.833333333333333,10.233333333333333
2104,Mallorca,Barcelona,0,3,2006-01-29,Son Moix,Palma,Megía Dávila,ILLES BALEARS,8.088888888888889,6.566666666666666
2105,Osasuna,Betis,0,2,2006-01-29,Reyno de Navarra,Pamplona,Esquinas Torres,NAVARRA,0.06666666666666658,0.0
2106,Celta de Vigo,Real Madrid,1,2,2006-01-29,Estadio de Balaídos,Vigo,Teixeira Vitienes,PONTEVEDRA,4.2,0.0
2107,Sevilla,Villarreal,2,0,2006-01-29,Ramón Sánchez Pizjuán,Sevilla,Pino Zamorano,SEVILLA,3.6500000000000004,3.375
2108,Valencia,Zaragoza,2,2,2006-01-29,Mestalla,Valencia,González Vázquez,VALENCIA,2.3142857142857145,0.04285714285714286
2109,Alavés,Real Sociedad,3,1,2006-01-29,Mendizorroza,Vitoria,Pérez Burrull,ARABA/ALAVA,-4.2,0.0
2110,Deportivo de La Coruña,Valencia,0,1,2006-02-04,Nuevo Riazor,La Coruña,Rubinos Pérez,A CORUÑA,7.688888888888889,0.0
2111,Real Madrid,Espanyol,4,0,2006-02-04,Santiago Bernabéu,Madrid,Mejuto González,MADRID,2.8538461538461535,0.0
2112,Málaga,Athletic Club,2,1,2006-02-04,La Rosaleda,Málaga,Pérez Lima,MALAGA,12.024999999999999,0.0
2113,Barcelona,Atlético de Madrid,1,3,2006-02-05,Nou Camp,Barcelona,Lizondo Cortés,BARCELONA,5.8,0.0
2114,Racing de Santander,Celta de Vigo,0,1,2006-02-05,Campos de Sport del Sardinero (Campos de Sport del Sardinero),Santander,Iturralde González,CANTABRIA,4.859999999999999,0.0
2115,Villarreal,Cádiz,1,1,2006-02-05,El Madrigal,Villarreal,Rodríguez Santiago,CASTELLON,4.633333333333334,0.0
2116,Real Sociedad,Mallorca,2,1,2006-02-05,Anoeta,San Sebastián,Turienzo Álvarez,GIPUZKOA,4.466666666666666,0.0
2117,Getafe,Alavés,2,2,2006-02-05,Coliseum Alfonso Pérez,Getafe,Medina Cantalejo,MADRID,2.5615384615384613,0.007692307692307693
2118,Sevilla,Osasuna,0,1,2006-02-05,Ramón Sánchez Pizjuán,Sevilla,Pérez Lasa,SEVILLA,8.5,0.0
2119,Zaragoza,Betis,4,3,2006-02-05,La Romareda,Zaragoza,Velasco Carballo,ZARAGOZA,2.74,0.0
2120,Athletic Club,Real Madrid,0,2,2006-02-11,San Mamés,Bilbao,Ramírez Domínguez,BIZKAIA,6.6,0.0
2121,Cádiz,Sevilla,0,4,2006-02-11,Ramón de Carranza,Cádiz,González Vázquez,CADIZ,14.428571428571429,0.0
2122,Osasuna,Zaragoza,1,1,2006-02-11,Reyno de Navarra,Pamplona,Megía Dávila,NAVARRA,5.275,0.0
2123,Espanyol,Racing de Santander,0,2,2006-02-12,Olímpic Lluís Companys,Cornellá de Llobregat,Esquinas Torres,BARCELONA,7.640000000000001,0.0
2124,Mallorca,Getafe,1,1,2006-02-12,Son Moix,Palma,Muñiz Fernández,ILLES BALEARS,8.18888888888889,0.0
2125,Atlético de Madrid,Real Sociedad,1,0,2006-02-12,Vicente Calderón,Madrid,Puentes Leira,MADRID,7.653846153846152,0.0
2126,Celta de Vigo,Villarreal,1,0,2006-02-12,Estadio de Balaídos,Vigo,Medina Cantalejo,PONTEVEDRA,9.3,0.0
2127,Betis,Deportivo de La Coruña,0,1,2006-02-12,Manuel Ruiz de Lopera,Sevilla,Pino Zamorano,SEVILLA,13.025,0.025
2128,Valencia,Barcelona,1,0,2006-02-12,Mestalla,Valencia,Pérez Burrull,VALENCIA,9.785714285714286,0.18571428571428572
2129,Alavés,Málaga,3,2,2006-02-12,Mendizorroza,Vitoria,Daudén Ibáñez,ARABA/ALAVA,3.4,0.0
2130,Barcelona,Betis,5,1,2006-02-18,Nou Camp,Barcelona,Iturralde González,BARCELONA,11.6,0.0
2131,Villarreal,Espanyol,4,0,2006-02-18,El Madrigal,Villarreal,Rubinos Pérez,CASTELLON,11.633333333333333,0.06666666666666667
2132,Real Madrid,Alavés,3,0,2006-02-18,Santiago Bernabéu,Madrid,Undiano Mallenco,MADRID,7.092307692307693,8.376923076923077
2133,Sevilla,Celta de Vigo,1,0,2006-02-18,Ramón Sánchez Pizjuán,Sevilla,Mejuto González,SEVILLA,11.075,12.675
2134,Deportivo de La Coruña,Zaragoza,1,1,2006-02-19,Nuevo Riazor,La Coruña,Pérez Lasa,A CORUÑA,8.266666666666666,6.183333333333334
2135,Racing de Santander,Athletic Club,0,1,2006-02-19,Campos de Sport del Sardinero,Santander,Lizondo Cortés,CANTABRIA,7.06,12.540000000000001
2136,Cádiz,Osasuna,1,3,2006-02-19,Ramón de Carranza,Cádiz,Turienzo Álvarez,CADIZ,11.242857142857146,5.614285714285714
2137,Real Sociedad,Valencia,1,2,2006-02-19,Anoeta,San Sebastián,Fernández Borbalán,GIPUZKOA,9.700000000000001,29.133333333333336
2138,Getafe,Atlético de Madrid,0,3,2006-02-19,Coliseum Alfonso Pérez,Getafe,Teixeira Vitienes,MADRID,3.984615384615385,1.4692307692307693
2139,Málaga,Mallorca,0,2,2006-02-19,La Rosaleda,Málaga,Velasco Carballo,MALAGA,12.483333333333334,0.75
2140,Atlético de Madrid,Málaga,5,0,2006-02-25,Vicente Calderón,Madrid,Rodríguez Santiago,MADRID,1.2615384615384617,14.792307692307693
2141,Zaragoza,Barcelona,0,2,2006-02-25,La Romareda,Zaragoza,Esquinas Torres,ZARAGOZA,2.6399999999999997,6.180000000000001
2142,Espanyol,Sevilla,5,0,2006-02-26,Olímpic Lluís Companys,Cornellá de Llobregat,Lizondo Cortés,BARCELONA,6.04,4.66
2143,Athletic Club,Villarreal,1,1,2006-02-26,San Mamés,Bilbao,Daudén Ibáñez,BIZKAIA,7.779999999999999,2.58
2144,Mallorca,Real Madrid,2,1,2006-02-26,Son Moix,Palma,Iturralde González,ILLES BALEARS,8.566666666666666,16.611111111111107
2145,Osasuna,Deportivo de La Coruña,1,2,2006-02-26,Reyno de Navarra,Pamplona,Ramírez Domínguez,NAVARRA,4.775,8.15
2146,Celta de Vigo,Cádiz,2,0,2006-02-26,Estadio de Balaídos,Vigo,Pino Zamorano,PONTEVEDRA,6.2,0.0
2147,Betis,Real Sociedad,2,0,2006-02-26,Manuel Ruiz de Lopera (Manuel Ruiz de Lopera),Sevilla,Megía Dávila,SEVILLA,9.55,0.0
2148,Valencia,Getafe,1,1,2006-02-26,Mestalla,Valencia,Pérez Lasa,VALENCIA,7.557142857142857,18.957142857142856
2149,Alavés,Racing de Santander,2,2,2006-02-26,Mendizorroza,Vitoria,Pérez Lima,ARABA/ALAVA,2.5,3.9
2150,Barcelona,Deportivo de La Coruña,3,2,2006-03-04,Nou Camp,Barcelona,Velasco Carballo,BARCELONA,11.84,2.26
2151,Villarreal,Alavés,3,2,2006-03-04,El Madrigal,Villarreal,Pérez Burrull,CASTELLON,11.566666666666668,0.19999999999999998
2152,Cádiz,Espanyol,2,0,2006-03-04,Ramón de Carranza,Cádiz,Muñiz Fernández,CADIZ,11.957142857142856,20.728571428571428
2153,Real Madrid,Atlético de Madrid,2,1,2006-03-04,Santiago Bernabéu,Madrid,Medina Cantalejo,MADRID,6.738461538461537,10.484615384615385
2154,Racing de Santander,Mallorca,0,0,2006-03-05,Campos de Sport del Sardinero,Santander,Undiano Mallenco,CANTABRIA,3.9199999999999995,10.08
2155,Real Sociedad,Zaragoza,1,3,2006-03-05,Anoeta,San Sebastián,Ayza Gámez,GIPUZKOA,5.533333333333334,7.533333333333334
2156,Getafe,Betis,1,0,2006-03-05,Coliseum Alfonso Pérez,Getafe,Turienzo Álvarez,MADRID,1.8,0.525
2157,Málaga,Valencia,0,0,2006-03-05,La Rosaleda,Málaga,González Vázquez,MALAGA,9.357142857142858,0.24285714285714285
2158,Celta de Vigo,Osasuna,2,0,2006-03-05,Estadio de Balaídos,Vigo,Fernández Borbalán,PONTEVEDRA,6.1,0.15
2159,Sevilla,Athletic Club,2,1,2006-03-05,Ramón Sánchez Pizjuán,Sevilla,Rubinos Pérez,SEVILLA,10.066666666666668,0.0
2160,Deportivo de La Coruña,Real Sociedad,0,1,2006-03-11,Nuevo Riazor,La Coruña,Teixeira Vitienes,A CORUÑA,11.988888888888889,0.33333333333333337
2161,Espanyol,Celta de Vigo,2,0,2006-03-11,Olímpic Lluís Companys,Cornellá de Llobregat,Daudén Ibáñez,BARCELONA,11.32,5.96
2162,Valencia,Real Madrid,0,0,2006-03-11,Mestalla,Valencia,Mejuto González,VALENCIA,17.1,0.0
2163,Athletic Club,Cádiz,1,0,2006-03-12,San Mamés,Bilbao,Megía Dávila,BIZKAIA,13.0,0.24000000000000005
2164,Mallorca,Villarreal,1,1,2006-03-12,Son Moix,Palma,Ramírez Domínguez,ILLES BALEARS,11.688888888888888,0.0
2165,Atlético de Madrid,Racing de Santander,2,1,2006-03-12,Vicente Calderón,Madrid,González Vázquez,MADRID,10.707692307692307,0.0
2166,Osasuna,Barcelona,2,1,2006-03-12,Reyno de Navarra,Pamplona,Pérez Lasa,NAVARRA,11.2,0.125
2167,Betis,Málaga,1,1,2006-03-12,Manuel Ruiz de Lopera,Sevilla,Muñiz Fernández,SEVILLA,15.466666666666669,0.0
2168,Zaragoza,Getafe,1,2,2006-03-12,La Romareda,Zaragoza,Rodríguez Santiago,ZARAGOZA,11.719999999999999,0.0
2169,Alavés,Sevilla,2,1,2006-03-12,Mendizorroza,Vitoria,Velasco Carballo,ARABA/ALAVA,9.2,0.0
2170,Villarreal,Atlético de Madrid,1,1,2006-03-18,El Madrigal,Villarreal,Undiano Mallenco,CASTELLON,9.733333333333333,2.566666666666667
2171,Real Sociedad,Barcelona,0,2,2006-03-18,Anoeta,San Sebastián,Lizondo Cortés,GIPUZKOA,14.200000000000001,1.0250000000000001
2172,Getafe,Deportivo de La Coruña,1,2,2006-03-18,Coliseum Alfonso Pérez,Getafe,Pérez Lima,MADRID,9.161538461538463,15.72307692307692
2173,Espanyol,Osasuna,2,4,2006-03-19,Olímpic Lluís Companys,Cornellá de Llobregat,Mejuto González,BARCELONA,11.5,1.48
2174,Racing de Santander,Valencia,2,1,2006-03-19,Campos de Sport del Sardinero,Santander,Medina Cantalejo,CANTABRIA,12.924999999999999,1.375
2175,Cádiz,Alavés,0,0,2006-03-19,Ramón de Carranza,Cádiz,Rubinos Pérez,CADIZ,13.642857142857142,8.500000000000002
2176,Real Madrid,Betis,0,0,2006-03-19,Santiago Bernabéu,Madrid,Pérez Lasa,MADRID,8.038461538461537,5.3307692307692305
2177,Málaga,Zaragoza,0,1,2006-03-19,La Rosaleda,Málaga,Iturralde González,MALAGA,12.6625,13.55
2178,Celta de Vigo,Athletic Club,0,1,2006-03-19,Estadio de Balaídos,Vigo,Ayza Gámez,PONTEVEDRA,9.8,21.35
2179,Sevilla,Mallorca,1,1,2006-03-19,Ramón Sánchez Pizjuán,Sevilla,Pérez Burrull,SEVILLA,12.899999999999999,9.3
2180,Barcelona,Getafe,3,1,2006-03-21,Nou Camp,Barcelona,Pérez Burrull,BARCELONA,10.78,0.8
2181,Deportivo de La Coruña,Málaga,2,1,2006-03-22,Nuevo Riazor (Nuevo Riazor),La Coruña,Lizondo Cortés,A CORUÑA,10.577777777777776,22.28888888888889
2182,Athletic Club,Espanyol,1,1,2006-03-22,San Mamés,Bilbao,Teixeira Vitienes,BIZKAIA,13.3,1.2399999999999998
2183,Mallorca,Cádiz,1,0,2006-03-22,Son Moix,Palma,Daudén Ibáñez,ILLES BALEARS,13.222222222222221,0.0
2184,Osasuna,Real Sociedad,2,0,2006-03-22,Reyno de Navarra,Pamplona,Rubinos Pérez,NAVARRA,11.3,1.3
2185,Betis,Racing de Santander,1,0,2006-03-22,Manuel Ruiz de Lopera,Sevilla,Velasco Carballo,SEVILLA,12.05,0.175
2186,Valencia,Villarreal,1,1,2006-03-22,Mestalla,Valencia,Fernández Borbalán,VALENCIA,15.257142857142858,0.0
2187,Zaragoza,Real Madrid,1,1,2006-03-22,La Romareda,Zaragoza,Muñiz Fernández,ZARAGOZA,10.540000000000001,0.06000000000000001
2188,Alavés,Celta de Vigo,1,0,2006-03-22,Mendizorroza,Vitoria,Undiano Mallenco,ARABA/ALAVA,10.0,2.1
2189,Atlético de Madrid,Sevilla,0,1,2006-03-23,Vicente Calderón,Madrid,Ayza Gámez,MADRID,8.466666666666667,3.7083333333333326
2190,Athletic Club,Osasuna,1,0,2006-03-25,San Mamés,Bilbao,Pérez Lima,BIZKAIA,17.98,0.0
2191,Villarreal,Betis,1,2,2006-03-25,El Madrigal,Villarreal,Teixeira Vitienes,CASTELLON,15.6,0.0
2192,Málaga,Barcelona,0,0,2006-03-25,La Rosaleda,Málaga,Rodríguez Santiago,MALAGA,16.825,0.0
2193,Espanyol,Alavés,0,0,2006-03-26,Olímpic Lluís Companys,Cornellá de Llobregat,Megía Dávila,BARCELONA,14.179999999999998,0.0
2194,Racing de Santander,Zaragoza,0,0,2006-03-26,Campos de Sport del Sardinero,Santander,Ramírez Domínguez,CANTABRIA,19.14,0.0
2195,Cádiz,Atlético de Madrid,1,1,2006-03-26,Ramón de Carranza,Cádiz,Pérez Lasa,CADIZ,18.32857142857143,0.0
2196,Getafe,Real Sociedad,2,1,2006-03-26,Coliseum Alfonso Pérez,Getafe,González Vázquez,MADRID,12.423076923076923,0.0
2197,Real Madrid,Deportivo de La Coruña,4,0,2006-03-26,Santiago Bernabéu,Madrid,Daudén Ibáñez,MADRID,12.423076923076923,0.0
2198,Celta de Vigo,Mallorca,2,0,2006-03-26,Estadio de Balaídos,Vigo,Iturralde González,PONTEVEDRA,15.799999999999999,6.45
2199,Sevilla,Valencia,1,0,2006-03-26,Ramón Sánchez Pizjuán,Sevilla,Turienzo Álvarez,SEVILLA,17.3,0.0
2200,Barcelona,Real Madrid,1,1,2006-04-01,Nou Camp,Barcelona,Medina Cantalejo,BARCELONA,16.240000000000002,0.02
2201,Real Sociedad,Málaga,3,0,2006-04-01,Anoeta,San Sebastián,Pérez Lima,GIPUZKOA,14.85,0.0
2202,Zaragoza,Villarreal,0,1,2006-04-01,La Romareda,Zaragoza,González Vázquez,ZARAGOZA,15.280000000000001,0.0
2203,Deportivo de La Coruña,Racing de Santander,2,0,2006-04-02,Nuevo Riazor,La Coruña,Mejuto González,A CORUÑA,13.188888888888888,0.12222222222222223
2204,Mallorca,Espanyol,0,0,2006-04-02,Son Moix,Palma,Undiano Mallenco,ILLES BALEARS,16.066666666666666,0.0
2205,Atlético de Madrid,Celta de Vigo,0,3,2006-04-02,Vicente Calderón,Madrid,Lizondo Cortés,MADRID,12.19230769230769,0.0
2206,Osasuna,Getafe,0,4,2006-04-02,Reyno de Navarra,Pamplona,Turienzo Álvarez,NAVARRA,13.399999999999999,0.0
2207,Betis,Sevilla,2,1,2006-04-02,Manuel Ruiz de Lopera,Sevilla,Iturralde González,SEVILLA,17.299999999999997,0.0
2208,Valencia,Cádiz,5,3,2006-04-02,Mestalla,Valencia,Muñiz Fernández,VALENCIA,17.485714285714284,0.0
2209,Alavés,Athletic Club,0,0,2006-04-02,Mendizorroza,Vitoria,Pérez Burrull,ARABA/ALAVA,11.5,0.0
2210,Cádiz,Betis,1,1,2006-04-08,Ramón de Carranza,Cádiz,Megía Dávila,CADIZ,16.171428571428574,0.0
2211,Real Madrid,Real Sociedad,1,1,2006-04-08,Santiago Bernabéu,Madrid,Fernández Borbalán,MADRID,11.138461538461538,0.0
2212,Málaga,Getafe,1,2,2006-04-08,La Rosaleda,Málaga,Daudén Ibáñez,MALAGA,15.837499999999999,0.0
2213,Celta de Vigo,Valencia,0,1,2006-04-08,Estadio de Balaídos,Vigo,Ramírez Domínguez,PONTEVEDRA,12.5,0.3
2214,Espanyol,Atlético de Madrid,1,1,2006-04-09,Olímpic Lluís Companys,Cornellá de Llobregat,Muñiz Fernández,BARCELONA,14.2,0.0
2215,Athletic Club,Mallorca,1,1,2006-04-09,San Mamés,Bilbao,Rodríguez Santiago,BIZKAIA,11.540000000000001,13.180000000000001
2216,Racing de Santander,Barcelona,2,2,2006-04-09,Campos de Sport del Sardinero,Santander,Rubinos Pérez,CANTABRIA,9.8,10.560000000000002
2217,Villarreal,Deportivo de La Coruña,1,1,2006-04-09,El Madrigal,Villarreal,Pérez Lasa,CASTELLON,14.366666666666667,0.0
2218,Sevilla,Zaragoza,1,1,2006-04-09,Ramón Sánchez Pizjuán,Sevilla,Velasco Carballo,SEVILLA,16.35,0.0
2219,Alavés,Osasuna,1,2,2006-04-09,Mendizorroza,Vitoria,Ayza Gámez,ARABA/ALAVA,11.7,8.0
2220,Barcelona,Villarreal,1,0,2006-04-14,Nou Camp,Barcelona,Muñiz Fernández,BARCELONA,13.84,0.04
2221,Deportivo de La Coruña,Sevilla,0,0,2006-04-15,Nuevo Riazor,La Coruña,Pérez Burrull,A CORUÑA,12.933333333333335,7.044444444444443
2222,Real Sociedad,Racing de Santander,1,0,2006-04-15,Anoeta,San Sebastián,Megía Dávila,GIPUZKOA,16.45,0.375
2223,Mallorca,Alavés,0,0,2006-04-15,Son Moix,Palma,Mejuto González,ILLES BALEARS,17.077777777777776,0.022222222222222223
2224,Atlético de Madrid,Athletic Club,1,0,2006-04-16,Vicente Calderón,Madrid,Undiano Mallenco,MADRID,10.592307692307692,1.4846153846153847
2225,Getafe,Real Madrid,1,1,2006-04-16,Coliseum Alfonso Pérez,Getafe,Puentes Leira,MADRID,10.592307692307692,1.4846153846153847
2226,Osasuna,Málaga,1,1,2006-04-16,Reyno de Navarra,Pamplona,Pino Zamorano,NAVARRA,12.85,6.949999999999999
2227,Betis,Celta de Vigo,0,2,2006-04-16,Manuel Ruiz de Lopera,Sevilla,Turienzo Álvarez,SEVILLA,16.425000000000004,0.0
2228,Valencia,Espanyol,4,0,2006-04-16,Mestalla,Valencia,González Vázquez,VALENCIA,17.028571428571432,1.0
2229,Zaragoza,Cádiz,1,2,2006-04-16,La Romareda,Zaragoza,Pérez Lima,ZARAGOZA,13.839999999999998,5.28
2230,Villarreal,Real Sociedad,0,2,2006-04-22,El Madrigal,Villarreal,Medina Cantalejo,CASTELLON,15.866666666666667,1.1666666666666667
2231,Celta de Vigo,Zaragoza,4,0,2006-04-22,Estadio de Balaídos,Vigo,Rodríguez Santiago,PONTEVEDRA,15.0,0.0
2232,Alavés,Atlético de Madrid,0,1,2006-04-22,Mendizorroza,Vitoria,Ramírez Domínguez,ARABA/ALAVA,12.4,0.2
2233,Espanyol,Betis,2,0,2006-04-23,Olímpic Lluís Companys,Cornellá de Llobregat,Rubinos Pérez,BARCELONA,15.339999999999998,0.0
2234,Athletic Club,Valencia,0,3,2006-04-23,San Mamés,Bilbao,Mejuto González,BIZKAIA,15.219999999999999,0.04
2235,Racing de Santander,Getafe,1,3,2006-04-23,Campos de Sport del Sardinero,Santander,Fernández Borbalán,CANTABRIA,12.925,0.125
2236,Cádiz,Deportivo de La Coruña,1,1,2006-04-23,Ramón de Carranza,Cádiz,Lizondo Cortés,CADIZ,13.6,21.928571428571427
2237,Mallorca,Osasuna,0,1,2006-04-23,Son Moix,Palma,Pérez Lasa,ILLES BALEARS,16.977777777777778,0.0
2238,Real Madrid,Málaga,2,1,2006-04-23,Santiago Bernabéu,Madrid,Iturralde González,MADRID,13.038461538461537,0.0
2239,Deportivo de La Coruña,Celta de Vigo,0,2,2006-04-29,Nuevo Riazor,La Coruña,Pino Zamorano,A CORUÑA,14.177777777777777,0.0
2240,Barcelona,Cádiz,1,0,2006-04-29,Nou Camp,Barcelona,González Vázquez,BARCELONA,15.333333333333334,0.0
2241,Betis,Athletic Club,1,1,2006-04-29,Manuel Ruiz de Lopera,Sevilla,Puentes Leira,SEVILLA,18.049999999999997,0.0
2242,Real Sociedad,Sevilla,1,2,2006-04-30,Anoeta,San Sebastián,Rubinos Pérez,GIPUZKOA,10.7,0.0
2243,Atlético de Madrid,Mallorca,0,1,2006-04-30,Vicente Calderón,Madrid,Teixeira Vitienes,MADRID,13.000000000000002,0.0
2244,Getafe,Villarreal,1,1,2006-04-30,Coliseum Alfonso Pérez,Getafe,Undiano Mallenco,MADRID,13.000000000000002,0.0
2245,Málaga,Racing de Santander,2,3,2006-04-30,La Rosaleda,Málaga,Ayza Gámez,MALAGA,18.125,0.0
2246,Osasuna,Real Madrid,0,1,2006-04-30,Reyno de Navarra,Pamplona,Daudén Ibáñez,NAVARRA,12.2,0.0
2247,Valencia,Alavés,3,0,2006-04-30,Mestalla,Valencia,Velasco Carballo,VALENCIA,16.085714285714285,0.0
2248,Zaragoza,Espanyol,1,1,2006-04-30,La Romareda,Zaragoza,Megía Dávila,ZARAGOZA,12.500000000000002,0.0
2249,Espanyol,Deportivo de La Coruña,1,2,2006-05-03,Olímpic Lluís Companys,Cornellá de Llobregat,Rodríguez Santiago,BARCELONA,16.316666666666663,0.0
2250,Athletic Club,Zaragoza,1,0,2006-05-03,San Mamés,Bilbao,Medina Cantalejo,BIZKAIA,18.16,0.7
2251,Villarreal,Málaga,2,1,2006-05-03,El Madrigal,Villarreal,Mejuto González,CASTELLON,16.3,1.5666666666666667
2252,Cádiz,Real Sociedad,2,2,2006-05-03,Ramón de Carranza,Cádiz,Esquinas Torres,CADIZ,16.385714285714286,2.6571428571428575
2253,Mallorca,Valencia,2,1,2006-05-03,Son Moix,Palma,Pérez Burrull,ILLES BALEARS,17.744444444444444,1.311111111111111
2254,Atlético de Madrid,Osasuna,0,1,2006-05-03,Vicente Calderón,Madrid,Iturralde González,MADRID,14.284615384615382,2.876923076923077
2255,Celta de Vigo,Barcelona,0,1,2006-05-03,Estadio de Balaídos,Vigo,Pérez Lima,PONTEVEDRA,13.149999999999999,0.0
2256,Sevilla,Getafe,3,0,2006-05-03,Ramón Sánchez Pizjuán,Sevilla,Lizondo Cortés,SEVILLA,16.125,10.85
2257,Alavés,Betis,2,0,2006-05-03,Mendizorroza,Vitoria,Muñiz Fernández,ARABA/ALAVA,15.8,0.0
2258,Racing de Santander,Real Madrid,2,3,2006-05-04,Campos de Sport del Sardinero,Santander,Turienzo Álvarez,CANTABRIA,14.059999999999999,12.18
2259,Barcelona,Espanyol,2,0,2006-05-06,Nou Camp,Barcelona,Esquinas Torres,BARCELONA,17.349999999999998,0.0
2260,Málaga,Sevilla,0,2,2006-05-06,La Rosaleda,Málaga,Pérez Lima,MALAGA,18.8,0.0
2261,Valencia,Atlético de Madrid,1,1,2006-05-06,Mestalla,Valencia,Puentes Leira,VALENCIA,17.7,0.4714285714285714
